city,temperature,weather_description,humidity,wind_speed,weather_datetime,region_id,region_name,carbon_intensity,carbon_forecast,carbon_average,generation_mix,carbon_datetime,latitude,longitude
Nottingham,7.0,heavy intensity rain,91,5.66,1/27/25 1:28,9,National,41,42.0,low,,2025-01-27T01:00Z,52.9536,-1.1505
Cambridge,-5.62,broken clouds,77,4.63,1/27/25 1:32,10,National,41,42.0,low,,2025-01-27T01:00Z,52.2,0.1167
Bristol,-2.2,clear sky,63,1.54,1/27/25 1:26,11,National,41,42.0,low,,2025-01-27T01:00Z,51.4552,-2.5967
Southampton,7.05,broken clouds,96,3.13,1/27/25 1:32,12,National,41,42.0,low,,2025-01-27T01:00Z,50.904,-1.4043
London,9.03,overcast clouds,93,6.69,1/27/25 1:27,13,National,41,42.0,low,,2025-01-27T01:00Z,51.5085,-0.1257
Brighton,9.15,overcast clouds,90,2.68,1/27/25 1:32,14,National,41,42.0,low,,2025-01-27T01:00Z,50.8284,-0.1395
Leeds,5.43,moderate rain,94,0.45,1/27/25 1:28,15,National,41,42.0,low,,2025-01-27T01:00Z,53.7964,-1.5477
Glasgow,3.63,light rain,91,5.14,1/27/25 1:28,16,National,41,42.0,low,,2025-01-27T01:00Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 1:31,17,National,41,42.0,low,,2025-01-27T01:00Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,90,4.12,1/27/25 1:36,1,National,41,42.0,low,,2025-01-27T01:00Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:33,2,National,41,42.0,low,,2025-01-27T01:00Z,55.9521,-3.1965
Manchester,6.03,moderate rain,88,5.14,1/27/25 1:31,3,National,41,42.0,low,,2025-01-27T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,overcast clouds,100,4.63,1/27/25 1:32,4,National,41,42.0,low,,2025-01-27T01:00Z,54.9733,-1.614
Sheffield,6.07,heavy intensity rain,91,6.21,1/27/25 1:35,5,National,41,42.0,low,,2025-01-27T01:00Z,53.383,-1.4659
Liverpool,5.51,moderate rain,91,4.12,1/27/25 1:31,6,National,41,42.0,low,,2025-01-27T01:00Z,53.4106,-2.9779
Cardiff,6.08,scattered clouds,93,5.14,1/27/25 1:34,7,National,41,42.0,low,,2025-01-27T01:00Z,51.48,-3.18
Birmingham,7.96,overcast clouds,93,2.06,1/27/25 1:30,8,National,41,42.0,low,,2025-01-27T01:00Z,52.4814,-1.8998
Nottingham,6.92,moderate rain,91,4.12,1/27/25 1:36,9,National,41,42.0,low,,2025-01-27T01:00Z,52.9536,-1.1505
Cambridge,-5.62,broken clouds,77,4.63,1/27/25 1:25,10,National,41,42.0,low,,2025-01-27T01:00Z,52.2,0.1167
Bristol,-2.52,clear sky,65,1.54,1/27/25 1:35,11,National,41,42.0,low,,2025-01-27T01:00Z,51.4552,-2.5967
Southampton,6.88,broken clouds,96,3.13,1/27/25 1:36,12,National,41,42.0,low,,2025-01-27T01:00Z,50.904,-1.4043
London,9.28,overcast clouds,91,7.2,1/27/25 1:32,13,National,41,42.0,low,,2025-01-27T01:00Z,51.5085,-0.1257
Brighton,9.15,overcast clouds,90,2.68,1/27/25 1:32,14,National,41,42.0,low,,2025-01-27T01:00Z,50.8284,-0.1395
Leeds,5.43,moderate rain,94,0.45,1/27/25 1:32,15,National,41,42.0,low,,2025-01-27T01:00Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:35,16,National,41,42.0,low,,2025-01-27T01:00Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 1:34,17,National,41,42.0,low,,2025-01-27T01:00Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,90,4.12,1/27/25 1:36,1,National,41,42.0,low,,2025-01-27T01:00Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:33,2,National,41,42.0,low,,2025-01-27T01:00Z,55.9521,-3.1965
Manchester,6.03,moderate rain,88,5.14,1/27/25 1:31,3,National,41,42.0,low,,2025-01-27T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,overcast clouds,100,4.63,1/27/25 1:32,4,National,41,42.0,low,,2025-01-27T01:00Z,54.9733,-1.614
Sheffield,6.07,heavy intensity rain,91,6.21,1/27/25 1:35,5,National,41,42.0,low,,2025-01-27T01:00Z,53.383,-1.4659
Liverpool,5.51,moderate rain,91,4.12,1/27/25 1:31,6,National,41,42.0,low,,2025-01-27T01:00Z,53.4106,-2.9779
Cardiff,6.08,scattered clouds,93,5.14,1/27/25 1:34,7,National,41,42.0,low,,2025-01-27T01:00Z,51.48,-3.18
Birmingham,7.96,overcast clouds,93,2.06,1/27/25 1:30,8,National,41,42.0,low,,2025-01-27T01:00Z,52.4814,-1.8998
Nottingham,6.92,moderate rain,91,4.12,1/27/25 1:36,9,National,41,42.0,low,,2025-01-27T01:00Z,52.9536,-1.1505
Cambridge,-5.62,broken clouds,77,4.63,1/27/25 1:25,10,National,41,42.0,low,,2025-01-27T01:00Z,52.2,0.1167
Bristol,-2.52,clear sky,65,1.54,1/27/25 1:35,11,National,41,42.0,low,,2025-01-27T01:00Z,51.4552,-2.5967
Southampton,6.88,broken clouds,96,3.13,1/27/25 1:36,12,National,41,42.0,low,,2025-01-27T01:00Z,50.904,-1.4043
London,9.28,overcast clouds,91,7.2,1/27/25 1:32,13,National,41,42.0,low,,2025-01-27T01:00Z,51.5085,-0.1257
Brighton,9.15,overcast clouds,90,2.68,1/27/25 1:32,14,National,41,42.0,low,,2025-01-27T01:00Z,50.8284,-0.1395
Leeds,5.43,moderate rain,94,0.45,1/27/25 1:32,15,National,41,42.0,low,,2025-01-27T01:00Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:35,16,National,41,42.0,low,,2025-01-27T01:00Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 1:34,17,National,41,42.0,low,,2025-01-27T01:00Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,90,4.12,1/27/25 1:36,1,National,41,42.0,low,,2025-01-27T01:00Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:33,2,National,41,42.0,low,,2025-01-27T01:00Z,55.9521,-3.1965
Manchester,6.03,moderate rain,88,5.14,1/27/25 1:31,3,National,41,42.0,low,,2025-01-27T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,overcast clouds,100,4.63,1/27/25 1:32,4,National,41,42.0,low,,2025-01-27T01:00Z,54.9733,-1.614
Sheffield,6.07,heavy intensity rain,91,6.21,1/27/25 1:35,5,National,41,42.0,low,,2025-01-27T01:00Z,53.383,-1.4659
Liverpool,5.51,moderate rain,91,4.12,1/27/25 1:31,6,National,41,42.0,low,,2025-01-27T01:00Z,53.4106,-2.9779
Cardiff,6.08,scattered clouds,93,5.14,1/27/25 1:34,7,National,41,42.0,low,,2025-01-27T01:00Z,51.48,-3.18
Birmingham,7.89,overcast clouds,93,2.06,1/27/25 1:40,8,National,41,42.0,low,,2025-01-27T01:00Z,52.4814,-1.8998
Nottingham,7.0,heavy intensity rain,91,5.66,1/27/25 1:28,9,National,41,42.0,low,,2025-01-27T01:00Z,52.9536,-1.1505
Cambridge,-5.62,broken clouds,77,4.63,1/27/25 1:32,10,National,41,42.0,low,,2025-01-27T01:00Z,52.2,0.1167
Bristol,-2.53,clear sky,65,1.54,1/27/25 1:38,11,National,41,42.0,low,,2025-01-27T01:00Z,51.4552,-2.5967
Southampton,7.05,broken clouds,96,3.13,1/27/25 1:32,12,National,41,42.0,low,,2025-01-27T01:00Z,50.904,-1.4043
London,9.35,overcast clouds,92,7.2,1/27/25 1:38,13,National,41,42.0,low,,2025-01-27T01:00Z,51.5085,-0.1257
Brighton,9.15,overcast clouds,90,2.68,1/27/25 1:32,14,National,41,42.0,low,,2025-01-27T01:00Z,50.8284,-0.1395
Leeds,5.43,moderate rain,94,0.45,1/27/25 1:37,15,National,41,42.0,low,,2025-01-27T01:00Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:41,16,National,41,42.0,low,,2025-01-27T01:00Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 1:31,17,National,41,42.0,low,,2025-01-27T01:00Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,91,4.12,1/27/25 1:43,1,National,41,42.0,low,,2025-01-27T01:00Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:40,2,National,41,42.0,low,,2025-01-27T01:00Z,55.9521,-3.1965
Manchester,5.46,moderate rain,88,4.12,1/27/25 1:42,3,National,41,42.0,low,,2025-01-27T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,overcast clouds,100,3.6,1/27/25 1:40,4,National,41,42.0,low,,2025-01-27T01:00Z,54.9733,-1.614
Sheffield,6.07,moderate rain,92,6.21,1/27/25 1:43,5,National,41,42.0,low,,2025-01-27T01:00Z,53.383,-1.4659
Liverpool,5.14,moderate rain,90,4.12,1/27/25 1:42,6,National,41,42.0,low,,2025-01-27T01:00Z,53.4106,-2.9779
Cardiff,6.19,scattered clouds,93,5.14,1/27/25 1:42,7,National,41,42.0,low,,2025-01-27T01:00Z,51.48,-3.18
Birmingham,7.89,overcast clouds,93,2.06,1/27/25 1:40,8,National,41,42.0,low,,2025-01-27T01:00Z,52.4814,-1.8998
Nottingham,6.7,moderate rain,91,4.12,1/27/25 1:43,9,National,41,42.0,low,,2025-01-27T01:00Z,52.9536,-1.1505
Cambridge,-5.82,broken clouds,78,4.63,1/27/25 1:43,10,National,41,42.0,low,,2025-01-27T01:00Z,52.2,0.1167
Bristol,-2.53,clear sky,65,1.54,1/27/25 1:38,11,National,41,42.0,low,,2025-01-27T01:00Z,51.4552,-2.5967
Southampton,7.05,broken clouds,96,3.58,1/27/25 1:43,12,National,41,42.0,low,,2025-01-27T01:00Z,50.904,-1.4043
London,9.35,overcast clouds,92,7.2,1/27/25 1:38,13,National,41,42.0,low,,2025-01-27T01:00Z,51.5085,-0.1257
Brighton,9.1,overcast clouds,90,2.68,1/27/25 1:38,14,National,41,42.0,low,,2025-01-27T01:00Z,50.8284,-0.1395
Leeds,5.43,moderate rain,94,0.45,1/27/25 1:37,15,National,41,42.0,low,,2025-01-27T01:00Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:41,16,National,41,42.0,low,,2025-01-27T01:00Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 1:43,17,National,41,42.0,low,,2025-01-27T01:00Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,91,4.12,1/27/25 2:00,1,National,41,39.0,low,,2025-01-27T01:30Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:57,2,National,41,39.0,low,,2025-01-27T01:30Z,55.9521,-3.1965
Manchester,5.24,moderate rain,89,4.12,1/27/25 2:00,3,National,41,39.0,low,,2025-01-27T01:30Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,light rain,100,3.6,1/27/25 1:59,4,National,41,39.0,low,,2025-01-27T01:30Z,54.9733,-1.614
Sheffield,5.54,moderate rain,91,6.21,1/27/25 1:57,5,National,41,39.0,low,,2025-01-27T01:30Z,53.383,-1.4659
Liverpool,5.13,moderate rain,90,4.12,1/27/25 1:55,6,National,41,39.0,low,,2025-01-27T01:30Z,53.4106,-2.9779
Cardiff,6.42,light rain,93,5.14,1/27/25 1:56,7,National,41,39.0,low,,2025-01-27T01:30Z,51.48,-3.18
Birmingham,7.72,overcast clouds,93,2.06,1/27/25 1:57,8,National,41,39.0,low,,2025-01-27T01:30Z,52.4814,-1.8998
Nottingham,6.7,moderate rain,92,4.12,1/27/25 2:00,9,National,41,39.0,low,,2025-01-27T01:30Z,52.9536,-1.1505
Cambridge,-5.94,broken clouds,78,4.63,1/27/25 1:57,10,National,41,39.0,low,,2025-01-27T01:30Z,52.2,0.1167
Bristol,-2.61,overcast clouds,65,0.45,1/27/25 2:00,11,National,41,39.0,low,,2025-01-27T01:30Z,51.4552,-2.5967
Southampton,7.0,broken clouds,95,4.47,1/27/25 1:59,12,National,41,39.0,low,,2025-01-27T01:30Z,50.904,-1.4043
London,9.46,overcast clouds,91,7.6,1/27/25 1:53,13,National,41,39.0,low,,2025-01-27T01:30Z,51.5085,-0.1257
Brighton,8.88,overcast clouds,89,2.68,1/27/25 2:00,14,National,41,39.0,low,,2025-01-27T01:30Z,50.8284,-0.1395
Leeds,5.42,moderate rain,94,3.8,1/27/25 2:00,15,National,41,39.0,low,,2025-01-27T01:30Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:59,16,National,41,39.0,low,,2025-01-27T01:30Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 2:00,17,National,41,39.0,low,,2025-01-27T01:30Z,51.6208,-3.9432
Inverness,4.9,scattered clouds,91,4.12,1/27/25 2:00,1,National,41,39.0,low,,2025-01-27T01:30Z,57.4791,-4.224
Edinburgh,3.1,broken clouds,91,3.09,1/27/25 1:57,2,National,41,39.0,low,,2025-01-27T01:30Z,55.9521,-3.1965
Manchester,5.24,moderate rain,89,4.12,1/27/25 2:00,3,National,41,39.0,low,,2025-01-27T01:30Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,light rain,100,3.6,1/27/25 1:59,4,National,41,39.0,low,,2025-01-27T01:30Z,54.9733,-1.614
Sheffield,5.54,moderate rain,91,6.21,1/27/25 1:57,5,National,41,39.0,low,,2025-01-27T01:30Z,53.383,-1.4659
Liverpool,5.13,moderate rain,90,4.12,1/27/25 1:55,6,National,41,39.0,low,,2025-01-27T01:30Z,53.4106,-2.9779
Cardiff,6.42,light rain,93,5.14,1/27/25 1:56,7,National,41,39.0,low,,2025-01-27T01:30Z,51.48,-3.18
Birmingham,7.72,overcast clouds,93,2.06,1/27/25 1:57,8,National,41,39.0,low,,2025-01-27T01:30Z,52.4814,-1.8998
Nottingham,6.7,moderate rain,92,4.12,1/27/25 2:00,9,National,41,39.0,low,,2025-01-27T01:30Z,52.9536,-1.1505
Cambridge,-5.94,broken clouds,78,4.63,1/27/25 1:57,10,National,41,39.0,low,,2025-01-27T01:30Z,52.2,0.1167
Bristol,-2.61,overcast clouds,65,0.45,1/27/25 2:00,11,National,41,39.0,low,,2025-01-27T01:30Z,51.4552,-2.5967
Southampton,7.0,broken clouds,95,4.47,1/27/25 1:59,12,National,41,39.0,low,,2025-01-27T01:30Z,50.904,-1.4043
London,9.43,overcast clouds,89,7.72,1/27/25 2:04,13,National,41,39.0,low,,2025-01-27T01:30Z,51.5085,-0.1257
Brighton,8.88,overcast clouds,89,2.68,1/27/25 2:00,14,National,41,39.0,low,,2025-01-27T01:30Z,50.8284,-0.1395
Leeds,5.42,moderate rain,94,3.8,1/27/25 2:00,15,National,41,39.0,low,,2025-01-27T01:30Z,53.7964,-1.5477
Glasgow,3.63,broken clouds,91,5.66,1/27/25 1:59,16,National,41,39.0,low,,2025-01-27T01:30Z,55.8652,-4.2576
Swansea,7.07,broken clouds,91,2.68,1/27/25 2:00,17,National,41,39.0,low,,2025-01-27T01:30Z,51.6208,-3.9432
Inverness,3.83,overcast clouds,92,0.89,1/27/25 4:13,1,National,46,44.0,low,,2025-01-27T03:30Z,57.4791,-4.224
Edinburgh,4.02,light rain,91,2.57,1/27/25 4:23,2,National,46,44.0,low,,2025-01-27T03:30Z,55.9521,-3.1965
Manchester,3.17,overcast clouds,88,2.06,1/27/25 4:20,3,National,46,44.0,low,,2025-01-27T03:30Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,moderate rain,100,1.03,1/27/25 4:23,4,National,46,44.0,low,,2025-01-27T03:30Z,54.9733,-1.614
Sheffield,3.32,overcast clouds,92,11.19,1/27/25 4:23,5,National,46,44.0,low,,2025-01-27T03:30Z,53.383,-1.4659
Liverpool,3.5,overcast clouds,91,3.6,1/27/25 4:23,6,National,46,44.0,low,,2025-01-27T03:30Z,53.4106,-2.9779
Cardiff,6.14,scattered clouds,83,6.69,1/27/25 4:23,7,National,46,44.0,low,,2025-01-27T03:30Z,51.48,-3.18
Birmingham,7.91,mist,96,2.06,1/27/25 4:15,8,National,46,44.0,low,,2025-01-27T03:30Z,52.4814,-1.8998
Nottingham,3.78,scattered clouds,89,5.66,1/27/25 4:23,9,National,46,44.0,low,,2025-01-27T03:30Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,79,5.66,1/27/25 4:22,10,National,46,44.0,low,,2025-01-27T03:30Z,52.2,0.1167
Bristol,-3.97,clear sky,69,1.54,1/27/25 4:23,11,National,46,44.0,low,,2025-01-27T03:30Z,51.4552,-2.5967
Southampton,6.87,broken clouds,95,3.13,1/27/25 4:21,12,National,46,44.0,low,,2025-01-27T03:30Z,50.904,-1.4043
London,7.66,broken clouds,86,6.17,1/27/25 4:19,13,National,46,44.0,low,,2025-01-27T03:30Z,51.5085,-0.1257
Brighton,8.59,broken clouds,85,2.24,1/27/25 4:21,14,National,46,44.0,low,,2025-01-27T03:30Z,50.8284,-0.1395
Leeds,3.72,overcast clouds,93,6.54,1/27/25 4:23,15,National,46,44.0,low,,2025-01-27T03:30Z,53.7964,-1.5477
Glasgow,3.69,moderate rain,94,3.6,1/27/25 4:23,16,National,46,44.0,low,,2025-01-27T03:30Z,55.8652,-4.2576
Swansea,5.07,moderate rain,89,6.26,1/27/25 4:23,17,National,46,44.0,low,,2025-01-27T03:30Z,51.6208,-3.9432
Inverness,3.47,overcast clouds,92,0.51,1/27/25 4:25,1,National,46,44.0,low,,2025-01-27T03:30Z,57.4791,-4.224
Edinburgh,4.02,light rain,91,2.57,1/27/25 4:23,2,National,46,44.0,low,,2025-01-27T03:30Z,55.9521,-3.1965
Manchester,3.17,overcast clouds,88,2.06,1/27/25 4:20,3,National,46,44.0,low,,2025-01-27T03:30Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,moderate rain,100,1.03,1/27/25 4:23,4,National,46,44.0,low,,2025-01-27T03:30Z,54.9733,-1.614
Sheffield,3.32,overcast clouds,92,11.19,1/27/25 4:23,5,National,46,44.0,low,,2025-01-27T03:30Z,53.383,-1.4659
Liverpool,3.5,overcast clouds,91,3.6,1/27/25 4:23,6,National,46,44.0,low,,2025-01-27T03:30Z,53.4106,-2.9779
Cardiff,6.4,scattered clouds,82,6.69,1/27/25 4:25,7,National,46,44.0,low,,2025-01-27T03:30Z,51.48,-3.18
Birmingham,7.93,moderate rain,96,2.06,1/27/25 4:23,8,National,46,44.0,low,,2025-01-27T03:30Z,52.4814,-1.8998
Nottingham,3.78,scattered clouds,89,5.66,1/27/25 4:21,9,National,46,44.0,low,,2025-01-27T03:30Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,80,5.66,1/27/25 4:18,10,National,46,44.0,low,,2025-01-27T03:30Z,52.2,0.1167
Bristol,-3.98,clear sky,69,1.54,1/27/25 4:25,11,National,46,44.0,low,,2025-01-27T03:30Z,51.4552,-2.5967
Southampton,6.87,broken clouds,95,2.68,1/27/25 4:25,12,National,46,44.0,low,,2025-01-27T03:30Z,50.904,-1.4043
London,7.75,broken clouds,86,6.17,1/27/25 4:14,13,National,46,44.0,low,,2025-01-27T03:30Z,51.5085,-0.1257
Brighton,8.27,broken clouds,85,1.79,1/27/25 4:25,14,National,46,44.0,low,,2025-01-27T03:30Z,50.8284,-0.1395
Leeds,3.63,overcast clouds,93,6.54,1/27/25 4:25,15,National,46,44.0,low,,2025-01-27T03:30Z,53.7964,-1.5477
Glasgow,3.69,moderate rain,94,3.6,1/27/25 4:24,16,National,46,44.0,low,,2025-01-27T03:30Z,55.8652,-4.2576
Swansea,5.07,light rain,89,6.26,1/27/25 4:25,17,National,46,44.0,low,,2025-01-27T03:30Z,51.6208,-3.9432
Inverness,3.47,overcast clouds,92,0.51,1/27/25 4:25,1,National,46,47.0,low,,2025-01-27T04:00Z,57.4791,-4.224
Edinburgh,4.02,light rain,91,2.57,1/27/25 4:23,2,National,46,47.0,low,,2025-01-27T04:00Z,55.9521,-3.1965
Manchester,3.17,overcast clouds,88,2.06,1/27/25 4:20,3,National,46,47.0,low,,2025-01-27T04:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,moderate rain,100,1.03,1/27/25 4:23,4,National,46,47.0,low,,2025-01-27T04:00Z,54.9733,-1.614
Sheffield,3.32,overcast clouds,92,11.19,1/27/25 4:23,5,National,46,47.0,low,,2025-01-27T04:00Z,53.383,-1.4659
Liverpool,3.5,overcast clouds,91,3.6,1/27/25 4:23,6,National,46,47.0,low,,2025-01-27T04:00Z,53.4106,-2.9779
Cardiff,6.14,scattered clouds,83,6.69,1/27/25 4:23,7,National,46,47.0,low,,2025-01-27T04:00Z,51.48,-3.18
Birmingham,7.95,moderate rain,96,2.06,1/27/25 4:31,8,National,46,47.0,low,,2025-01-27T04:00Z,52.4814,-1.8998
Nottingham,3.78,scattered clouds,89,5.66,1/27/25 4:23,9,National,46,47.0,low,,2025-01-27T04:00Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,79,5.66,1/27/25 4:22,10,National,46,47.0,low,,2025-01-27T04:00Z,52.2,0.1167
Bristol,-3.97,clear sky,69,1.54,1/27/25 4:23,11,National,46,47.0,low,,2025-01-27T04:00Z,51.4552,-2.5967
Southampton,6.87,broken clouds,95,3.13,1/27/25 4:21,12,National,46,47.0,low,,2025-01-27T04:00Z,50.904,-1.4043
London,7.66,broken clouds,86,6.17,1/27/25 4:19,13,National,46,47.0,low,,2025-01-27T04:00Z,51.5085,-0.1257
Brighton,8.59,broken clouds,85,2.24,1/27/25 4:21,14,National,46,47.0,low,,2025-01-27T04:00Z,50.8284,-0.1395
Leeds,3.72,overcast clouds,93,6.54,1/27/25 4:23,15,National,46,47.0,low,,2025-01-27T04:00Z,53.7964,-1.5477
Glasgow,3.69,moderate rain,94,3.6,1/27/25 4:23,16,National,46,47.0,low,,2025-01-27T04:00Z,55.8652,-4.2576
Swansea,5.07,moderate rain,89,6.26,1/27/25 4:23,17,National,46,47.0,low,,2025-01-27T04:00Z,51.6208,-3.9432
Inverness,2.39,overcast clouds,92,0.45,1/27/25 4:37,1,National,46,47.0,low,,2025-01-27T04:00Z,57.4791,-4.224
Edinburgh,4.02,light rain,91,2.57,1/27/25 4:28,2,National,46,47.0,low,,2025-01-27T04:00Z,55.9521,-3.1965
Manchester,3.3,overcast clouds,88,2.06,1/27/25 4:26,3,National,46,47.0,low,,2025-01-27T04:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,moderate rain,100,2.06,1/27/25 4:37,4,National,46,47.0,low,,2025-01-27T04:00Z,54.9733,-1.614
Sheffield,3.29,overcast clouds,91,10.71,1/27/25 4:33,5,National,46,47.0,low,,2025-01-27T04:00Z,53.383,-1.4659
Liverpool,3.5,overcast clouds,92,3.6,1/27/25 4:28,6,National,46,47.0,low,,2025-01-27T04:00Z,53.4106,-2.9779
Cardiff,6.4,scattered clouds,82,6.69,1/27/25 4:25,7,National,46,47.0,low,,2025-01-27T04:00Z,51.48,-3.18
Birmingham,7.93,moderate rain,96,2.06,1/27/25 4:26,8,National,46,47.0,low,,2025-01-27T04:00Z,52.4814,-1.8998
Nottingham,3.53,clear sky,90,5.66,1/27/25 4:36,9,National,46,47.0,low,,2025-01-27T04:00Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,79,5.66,1/27/25 4:33,10,National,46,47.0,low,,2025-01-27T04:00Z,52.2,0.1167
Bristol,-3.98,clear sky,69,1.54,1/27/25 4:25,11,National,46,47.0,low,,2025-01-27T04:00Z,51.4552,-2.5967
Southampton,6.69,broken clouds,95,3.13,1/27/25 4:37,12,National,46,47.0,low,,2025-01-27T04:00Z,50.904,-1.4043
London,7.66,broken clouds,85,6.17,1/27/25 4:35,13,National,46,47.0,low,,2025-01-27T04:00Z,51.5085,-0.1257
Brighton,8.27,broken clouds,85,1.34,1/27/25 4:35,14,National,46,47.0,low,,2025-01-27T04:00Z,50.8284,-0.1395
Leeds,3.63,overcast clouds,93,6.54,1/27/25 4:25,15,National,46,47.0,low,,2025-01-27T04:00Z,53.7964,-1.5477
Glasgow,3.69,moderate rain,94,3.6,1/27/25 4:28,16,National,46,47.0,low,,2025-01-27T04:00Z,55.8652,-4.2576
Swansea,4.63,broken clouds,91,4.92,1/27/25 4:37,17,National,46,47.0,low,,2025-01-27T04:00Z,51.6208,-3.9432
Inverness,2.39,overcast clouds,92,0.45,2025-01-27 04:37:11,1,National,50,47.0,low,,2025-01-27T04:00Z,57.4791,-4.224
Edinburgh,4.02,light rain,91,3.09,2025-01-27 04:44:08,2,National,50,47.0,low,,2025-01-27T04:00Z,55.9521,-3.1965
Manchester,3.29,overcast clouds,88,2.57,2025-01-27 04:44:10,3,National,50,47.0,low,,2025-01-27T04:00Z,53.4809,-2.2374
Newcastle upon Tyne,5.12,light rain,100,2.06,2025-01-27 04:41:38,4,National,50,47.0,low,,2025-01-27T04:00Z,54.9733,-1.614
Sheffield,3.29,overcast clouds,92,10.71,2025-01-27 04:44:13,5,National,50,47.0,low,,2025-01-27T04:00Z,53.383,-1.4659
Liverpool,3.36,overcast clouds,92,3.6,2025-01-27 04:40:37,6,National,50,47.0,low,,2025-01-27T04:00Z,53.4106,-2.9779
Cardiff,6.57,light rain,80,8.75,2025-01-27 04:44:17,7,National,50,47.0,low,,2025-01-27T04:00Z,51.48,-3.18
Birmingham,7.97,light rain,96,2.06,2025-01-27 04:40:35,8,National,50,47.0,low,,2025-01-27T04:00Z,52.4814,-1.8998
Nottingham,3.53,clear sky,90,5.66,2025-01-27 04:44:21,9,National,50,47.0,low,,2025-01-27T04:00Z,52.9536,-1.1505
Cambridge,-7.09,clear sky,79,5.66,2025-01-27 04:34:08,10,National,50,47.0,low,,2025-01-27T04:00Z,52.2,0.1167
Bristol,-3.99,clear sky,68,1.54,2025-01-27 04:44:24,11,National,50,47.0,low,,2025-01-27T04:00Z,51.4552,-2.5967
Southampton,6.96,broken clouds,93,3.13,2025-01-27 04:44:26,12,National,50,47.0,low,,2025-01-27T04:00Z,50.904,-1.4043
London,7.66,broken clouds,86,6.17,2025-01-27 04:40:38,13,National,50,47.0,low,,2025-01-27T04:00Z,51.5085,-0.1257
Brighton,8.27,broken clouds,86,1.34,2025-01-27 04:44:29,14,National,50,47.0,low,,2025-01-27T04:00Z,50.8284,-0.1395
Leeds,3.18,overcast clouds,93,7.16,2025-01-27 04:44:31,15,National,50,47.0,low,,2025-01-27T04:00Z,53.7964,-1.5477
Glasgow,3.73,moderate rain,93,2.57,2025-01-27 04:44:33,16,National,50,47.0,low,,2025-01-27T04:00Z,55.8652,-4.2576
Swansea,4.63,broken clouds,91,4.92,2025-01-27 04:44:35,17,National,50,47.0,low,,2025-01-27T04:00Z,51.6208,-3.9432
Inverness,2.04,overcast clouds,93,0.45,2025-01-27 04:50:17,57.4791,-4.224,1,National,50,47,low,2025-01-27T04:00Z,
Edinburgh,4.02,light rain,91,3.09,2025-01-27 04:48:18,55.9521,-3.1965,2,National,50,47,low,2025-01-27T04:00Z,
Manchester,3.29,overcast clouds,88,2.57,2025-01-27 04:44:10,53.4809,-2.2374,3,National,50,47,low,2025-01-27T04:00Z,
Newcastle upon Tyne,5.12,light rain,100,2.06,2025-01-27 04:51:08,54.9733,-1.614,4,National,50,47,low,2025-01-27T04:00Z,
Sheffield,3.29,overcast clouds,92,10.71,2025-01-27 04:51:10,53.383,-1.4659,5,National,50,47,low,2025-01-27T04:00Z,
Liverpool,3.76,overcast clouds,90,3.6,2025-01-27 04:46:16,53.4106,-2.9779,6,National,50,47,low,2025-01-27T04:00Z,
